GEOID,CountyFIPS,BoroCode,BoroName,BoroCT2020,CT2020,CTLabel,CCD2023
36047102000,047,3,Brooklyn,3102000,102000,1020,46
36047102200,047,3,Brooklyn,3102200,102200,1022,46
36047102400,047,3,Brooklyn,3102400,102400,1024,46
36047102600,047,3,Brooklyn,3102600,102600,1026,46
36047102801,047,3,Brooklyn,3102801,102801,1028.01,46
36047103401,047,3,Brooklyn,3103401,103401,1034.01,46
36047066600,047,3,Brooklyn,3066600,066600,666,46
36047070602,047,3,Brooklyn,3070602,070602,706.02,46
36047102802,047,3,Brooklyn,3102802,102802,1028.02,46
36047103402,047,3,Brooklyn,3103402,103402,1034.02,46
36047017700,047,3,Brooklyn,3017700,017700,177,39
36047070202,047,3,Brooklyn,3070202,070202,702.02,46
36047070203,047,3,Brooklyn,3070203,070203,702.03,42
36047107002,047,3,Brooklyn,3107002,107002,1070.02,42
36061030900,061,1,Manhattan,1030900,030900,309,10
36061000700,061,1,Manhattan,1000700,000700,7,01
36061000900,061,1,Manhattan,1000900,000900,9,01
36061001300,061,1,Manhattan,1001300,001300,13,01
36061001501,061,1,Manhattan,1001501,001501,15.01,01
36061001502,061,1,Manhattan,1001502,001502,15.02,01
36061031703,061,1,Manhattan,1031703,031703,317.03,01
36061031704,061,1,Manhattan,1031704,031704,317.04,01
36061002100,061,1,Manhattan,1002100,002100,21,01
36061002901,061,1,Manhattan,1002901,002901,29.01,01
36061003100,061,1,Manhattan,1003100,003100,31,01
36061003300,061,1,Manhattan,1003300,003300,33,01
36061003900,061,1,Manhattan,1003900,003900,39,01
36061000100,061,1,Manhattan,1000100,000100,1,01
36061000500,061,1,Manhattan,1000500,000500,5,01
36061031900,061,1,Manhattan,1031900,031900,319,01
36061003700,061,1,Manhattan,1003700,003700,37,01
36061004100,061,1,Manhattan,1004100,004100,41,01
36061004300,061,1,Manhattan,1004300,004300,43,01
36061004500,061,1,Manhattan,1004500,004500,45,01
36061004700,061,1,Manhattan,1004700,004700,47,01
36061004900,061,1,Manhattan,1004900,004900,49,01
36061005501,061,1,Manhattan,1005501,005501,55.01,02
36061005502,061,1,Manhattan,1005502,005502,55.02,02
36061005700,061,1,Manhattan,1005700,005700,57,02
36061005900,061,1,Manhattan,1005900,005900,59,02
36061006100,061,1,Manhattan,1006100,006100,61,02
36061006300,061,1,Manhattan,1006300,006300,63,02
36061006500,061,1,Manhattan,1006500,006500,65,02
36061006700,061,1,Manhattan,1006700,006700,67,03
36061006900,061,1,Manhattan,1006900,006900,69,03
36061007100,061,1,Manhattan,1007100,007100,71,03
36061007300,061,1,Manhattan,1007300,007300,73,03
36061007500,061,1,Manhattan,1007500,007500,75,03
36061007700,061,1,Manhattan,1007700,007700,77,03
36061007900,061,1,Manhattan,1007900,007900,79,03
36061000201,061,1,Manhattan,1000201,000201,2.01,01
36061000600,061,1,Manhattan,1000600,000600,6,01
36061000800,061,1,Manhattan,1000800,000800,8,01
36061001600,061,1,Manhattan,1001600,001600,16,01
36061002500,061,1,Manhattan,1002500,002500,25,01
36061002700,061,1,Manhattan,1002700,002700,27,01
36061002902,061,1,Manhattan,1002902,002902,29.02,01
36061000202,061,1,Manhattan,1000202,000202,2.02,01
36061001001,061,1,Manhattan,1001001,001001,10.01,01
36061001002,061,1,Manhattan,1001002,001002,10.02,02
36061001200,061,1,Manhattan,1001200,001200,12,01
36061001401,061,1,Manhattan,1001401,001401,14.01,01
36061001402,061,1,Manhattan,1001402,001402,14.02,01
36061001800,061,1,Manhattan,1001800,001800,18,01
36061002201,061,1,Manhattan,1002201,002201,22.01,02
36061003001,061,1,Manhattan,1003001,003001,30.01,01
36061003601,061,1,Manhattan,1003601,003601,36.01,01
36061002000,061,1,Manhattan,1002000,002000,20,02
36061002202,061,1,Manhattan,1002202,002202,22.02,02
36061002400,061,1,Manhattan,1002400,002400,24,02
36061002601,061,1,Manhattan,1002601,002601,26.01,02
36061002602,061,1,Manhattan,1002602,002602,26.02,02
36061002800,061,1,Manhattan,1002800,002800,28,02
36061003002,061,1,Manhattan,1003002,003002,30.02,02
36061003200,061,1,Manhattan,1003200,003200,32,02
36061003400,061,1,Manhattan,1003400,003400,34,02
36061003602,061,1,Manhattan,1003602,003602,36.02,02
36061003800,061,1,Manhattan,1003800,003800,38,02
36061004001,061,1,Manhattan,1004001,004001,40.01,02
36061004002,061,1,Manhattan,1004002,004002,40.02,02
36061004200,061,1,Manhattan,1004200,004200,42,02
36061008100,061,1,Manhattan,1008100,008100,81,03
36061008300,061,1,Manhattan,1008300,008300,83,03
36061008700,061,1,Manhattan,1008700,008700,87,03
36061008900,061,1,Manhattan,1008900,008900,89,03
36061009100,061,1,Manhattan,1009100,009100,91,03
36061009300,061,1,Manhattan,1009300,009300,93,03
36061009700,061,1,Manhattan,1009700,009700,97,03
36061009901,061,1,Manhattan,1009901,009901,99.01,03
36061009902,061,1,Manhattan,1009902,009902,99.02,03
36061009903,061,1,Manhattan,1009903,009903,99.03,03
36061010300,061,1,Manhattan,1010300,010300,103,03
36061011100,061,1,Manhattan,1011100,011100,111,03
36061011700,061,1,Manhattan,1011700,011700,117,03
36061011500,061,1,Manhattan,1011500,011500,115,03
36061012101,061,1,Manhattan,1012101,012101,121.01,03
36061012102,061,1,Manhattan,1012102,012102,121.02,03
36061012700,061,1,Manhattan,1012700,012700,127,03
36061012901,061,1,Manhattan,1012901,012901,129.01,03
36061012902,061,1,Manhattan,1012902,012902,129.02,03
36061013300,061,1,Manhattan,1013300,013300,133,03
36061013501,061,1,Manhattan,1013501,013501,135.01,03
36061013502,061,1,Manhattan,1013502,013502,135.02,06
36061013900,061,1,Manhattan,1013900,013900,139,06
36061005200,061,1,Manhattan,1005200,005200,52,02
36061005400,061,1,Manhattan,1005400,005400,54,03
36061005600,061,1,Manhattan,1005600,005600,56,02
36061005800,061,1,Manhattan,1005800,005800,58,03
36061007400,061,1,Manhattan,1007400,007400,74,04
36061007600,061,1,Manhattan,1007600,007600,76,04
36061009500,061,1,Manhattan,1009500,009500,95,03
36061010100,061,1,Manhattan,1010100,010100,101,03
36061008200,061,1,Manhattan,1008200,008200,82,04
36061008400,061,1,Manhattan,1008400,008400,84,04
36061009400,061,1,Manhattan,1009400,009400,94,04
36061009600,061,1,Manhattan,1009600,009600,96,04
36061010200,061,1,Manhattan,1010200,010200,102,04
36061010400,061,1,Manhattan,1010400,010400,104,04
36061010900,061,1,Manhattan,1010900,010900,109,03
36061011201,061,1,Manhattan,1011201,011201,112.01,04
36061011202,061,1,Manhattan,1011202,011202,112.02,04
36061011300,061,1,Manhattan,1011300,011300,113,03
36061011900,061,1,Manhattan,1011900,011900,119,03
36061012500,061,1,Manhattan,1012500,012500,125,03
36061013100,061,1,Manhattan,1013100,013100,131,03
36061013700,061,1,Manhattan,1013700,013700,137,06
36061004400,061,1,Manhattan,1004400,004400,44,04
36061006000,061,1,Manhattan,1006000,006000,60,04
36061004800,061,1,Manhattan,1004800,004800,48,02
36061005000,061,1,Manhattan,1005000,005000,50,02
36061006400,061,1,Manhattan,1006400,006400,64,02
36061006800,061,1,Manhattan,1006800,006800,68,02
36061006200,061,1,Manhattan,1006200,006200,62,04
36061006600,061,1,Manhattan,1006600,006600,66,02
36061007001,061,1,Manhattan,1007001,007001,70.01,04
36061007002,061,1,Manhattan,1007002,007002,70.02,04
36061007200,061,1,Manhattan,1007200,007200,72,02
36061007800,061,1,Manhattan,1007800,007800,78,04
36061008000,061,1,Manhattan,1008000,008000,80,04
36061008601,061,1,Manhattan,1008601,008601,86.01,04
36061008800,061,1,Manhattan,1008800,008800,88,04
36061008603,061,1,Manhattan,1008603,008603,86.03,04
36061009000,061,1,Manhattan,1009000,009000,90,04
36061009200,061,1,Manhattan,1009200,009200,92,04
36061009800,061,1,Manhattan,1009800,009800,98,04
36061010000,061,1,Manhattan,1010000,010000,100,04
36061010601,061,1,Manhattan,1010601,010601,106.01,04
36061010801,061,1,Manhattan,1010801,010801,108.01,04
36061010802,061,1,Manhattan,1010802,010802,108.02,04
36061010803,061,1,Manhattan,1010803,010803,108.03,04
36061011203,061,1,Manhattan,1011203,011203,112.03,04
36061008602,061,1,Manhattan,1008602,008602,86.02,04
36061014500,061,1,Manhattan,1014500,014500,145,06
36061014700,061,1,Manhattan,1014700,014700,147,06
36061014900,061,1,Manhattan,1014900,014900,149,06
36061015101,061,1,Manhattan,1015101,015101,151.01,06
36061015102,061,1,Manhattan,1015102,015102,151.02,06
36061015301,061,1,Manhattan,1015301,015301,153.01,06
36061015302,061,1,Manhattan,1015302,015302,153.02,06
36061015501,061,1,Manhattan,1015501,015501,155.01,06
36061015502,061,1,Manhattan,1015502,015502,155.02,06
36061015700,061,1,Manhattan,1015700,015700,157,06
36061015900,061,1,Manhattan,1015900,015900,159,06
36061016100,061,1,Manhattan,1016100,016100,161,06
36061016300,061,1,Manhattan,1016300,016300,163,06
36061016500,061,1,Manhattan,1016500,016500,165,06
36061016700,061,1,Manhattan,1016700,016700,167,06
36061016900,061,1,Manhattan,1016900,016900,169,06
36061017100,061,1,Manhattan,1017100,017100,171,06
36061017300,061,1,Manhattan,1017300,017300,173,06
36061017500,061,1,Manhattan,1017500,017500,175,06
36061017700,061,1,Manhattan,1017700,017700,177,06
36061017900,061,1,Manhattan,1017900,017900,179,06
36061018100,061,1,Manhattan,1018100,018100,181,07
36061018300,061,1,Manhattan,1018300,018300,183,07
36061018500,061,1,Manhattan,1018500,018500,185,07
36061018700,061,1,Manhattan,1018700,018700,187,07
36061018900,061,1,Manhattan,1018900,018900,189,07
36061019100,061,1,Manhattan,1019100,019100,191,07
36061019300,061,1,Manhattan,1019300,019300,193,07
36061019500,061,1,Manhattan,1019500,019500,195,07
36061010602,061,1,Manhattan,1010602,010602,106.02,05
36061011000,061,1,Manhattan,1011000,011000,110,05
36061011600,061,1,Manhattan,1011600,011600,116,05
36061011800,061,1,Manhattan,1011800,011800,118,05
36061012400,061,1,Manhattan,1012400,012400,124,05
36061012601,061,1,Manhattan,1012601,012601,126.01,05
36061012602,061,1,Manhattan,1012602,012602,126.02,05
36061013201,061,1,Manhattan,1013201,013201,132.01,05
36061013202,061,1,Manhattan,1013202,013202,132.02,05
36061013203,061,1,Manhattan,1013203,013203,132.03,05
36061013400,061,1,Manhattan,1013400,013400,134,05
36061023802,061,1,Manhattan,1023802,023802,238.02,05
36061023803,061,1,Manhattan,1023803,023803,238.03,05
36061023804,061,1,Manhattan,1023804,023804,238.04,05
36061011401,061,1,Manhattan,1011401,011401,114.01,04
36061011402,061,1,Manhattan,1011402,011402,114.02,04
36061012000,061,1,Manhattan,1012000,012000,120,04
36061012200,061,1,Manhattan,1012200,012200,122,04
36061012800,061,1,Manhattan,1012800,012800,128,04
36061013000,061,1,Manhattan,1013000,013000,130,04
36061014000,061,1,Manhattan,1014000,014000,140,04
36061014200,061,1,Manhattan,1014200,014200,142,04
36061014801,061,1,Manhattan,1014801,014801,148.01,04
36061014802,061,1,Manhattan,1014802,014802,148.02,04
36061015001,061,1,Manhattan,1015001,015001,150.01,04
36061015002,061,1,Manhattan,1015002,015002,150.02,04
36061015801,061,1,Manhattan,1015801,015801,158.01,05
36061016001,061,1,Manhattan,1016001,016001,160.01,05
36061013601,061,1,Manhattan,1013601,013601,136.01,05
36061013602,061,1,Manhattan,1013602,013602,136.02,05
36061013603,061,1,Manhattan,1013603,013603,136.03,05
36061013604,061,1,Manhattan,1013604,013604,136.04,05
36061013800,061,1,Manhattan,1013800,013800,138,05
36061014401,061,1,Manhattan,1014401,014401,144.01,05
36061014402,061,1,Manhattan,1014402,014402,144.02,05
36061014601,061,1,Manhattan,1014601,014601,146.01,05
36061014602,061,1,Manhattan,1014602,014602,146.02,05
36061015200,061,1,Manhattan,1015200,015200,152,05
36061015401,061,1,Manhattan,1015401,015401,154.01,05
36061015402,061,1,Manhattan,1015402,015402,154.02,05
36061015403,061,1,Manhattan,1015403,015403,154.03,05
36061015601,061,1,Manhattan,1015601,015601,156.01,08
36061019701,061,1,Manhattan,1019701,019701,197.01,07
36061019900,061,1,Manhattan,1019900,019900,199,07
36061020101,061,1,Manhattan,1020101,020101,201.01,07
36061020300,061,1,Manhattan,1020300,020300,203,07
36061020500,061,1,Manhattan,1020500,020500,205,07
36061020701,061,1,Manhattan,1020701,020701,207.01,07
36061020901,061,1,Manhattan,1020901,020901,209.01,07
36061021100,061,1,Manhattan,1021100,021100,211,07
36061021303,061,1,Manhattan,1021303,021303,213.03,09
36061021703,061,1,Manhattan,1021703,021703,217.03,09
36061021900,061,1,Manhattan,1021900,021900,219,07
36061022301,061,1,Manhattan,1022301,022301,223.01,07
36061022302,061,1,Manhattan,1022302,022302,223.02,07
36061022500,061,1,Manhattan,1022500,022500,225,07
36061022700,061,1,Manhattan,1022700,022700,227,09
36061022900,061,1,Manhattan,1022900,022900,229,07
36061023100,061,1,Manhattan,1023100,023100,231,09
36061023300,061,1,Manhattan,1023300,023300,233,07
36061023501,061,1,Manhattan,1023501,023501,235.01,09
36061023700,061,1,Manhattan,1023700,023700,237,07
36061018600,061,1,Manhattan,1018600,018600,186,09
36061019000,061,1,Manhattan,1019000,019000,190,09
36061019702,061,1,Manhattan,1019702,019702,197.02,09
36061020000,061,1,Manhattan,1020000,020000,200,09
36061020102,061,1,Manhattan,1020102,020102,201.02,09
36061021600,061,1,Manhattan,1021600,021600,216,09
36061021800,061,1,Manhattan,1021800,021800,218,09
36061022000,061,1,Manhattan,1022000,022000,220,09
36061022200,061,1,Manhattan,1022200,022200,222,09
36061025700,061,1,Manhattan,1025700,025700,257,09
36061020800,061,1,Manhattan,1020800,020800,208,09
36061021200,061,1,Manhattan,1021200,021200,212,09
36061021400,061,1,Manhattan,1021400,021400,214,09
36061021500,061,1,Manhattan,1021500,021500,215,09
36061022102,061,1,Manhattan,1022102,022102,221.02,09
36061022400,061,1,Manhattan,1022400,022400,224,09
36061022600,061,1,Manhattan,1022600,022600,226,09
36061022800,061,1,Manhattan,1022800,022800,228,09
36061023000,061,1,Manhattan,1023000,023000,230,09
36061023200,061,1,Manhattan,1023200,023200,232,09
36061023400,061,1,Manhattan,1023400,023400,234,09
36061023502,061,1,Manhattan,1023502,023502,235.02,09
36061023600,061,1,Manhattan,1023600,023600,236,09
36061024302,061,1,Manhattan,1024302,024302,243.02,09
36061025900,061,1,Manhattan,1025900,025900,259,09
36061015602,061,1,Manhattan,1015602,015602,156.02,08
36061015802,061,1,Manhattan,1015802,015802,158.02,08
36061016002,061,1,Manhattan,1016002,016002,160.02,08
36061016200,061,1,Manhattan,1016200,016200,162,08
36061016400,061,1,Manhattan,1016400,016400,164,08
36061016600,061,1,Manhattan,1016600,016600,166,08
36061016800,061,1,Manhattan,1016800,016800,168,08
36061017000,061,1,Manhattan,1017000,017000,170,08
36061017200,061,1,Manhattan,1017200,017200,172,08
36061017401,061,1,Manhattan,1017401,017401,174.01,09
36061017402,061,1,Manhattan,1017402,017402,174.02,09
36061017800,061,1,Manhattan,1017800,017800,178,08
36061018000,061,1,Manhattan,1018000,018000,180,08
36061018200,061,1,Manhattan,1018200,018200,182,08
36061018400,061,1,Manhattan,1018400,018400,184,08
36061018800,061,1,Manhattan,1018800,018800,188,08
36061019200,061,1,Manhattan,1019200,019200,192,08
36061019400,061,1,Manhattan,1019400,019400,194,08
36061019600,061,1,Manhattan,1019600,019600,196,09
36061019800,061,1,Manhattan,1019800,019800,198,09
36061020600,061,1,Manhattan,1020600,020600,206,09
36061021000,061,1,Manhattan,1021000,021000,210,09
36061024200,061,1,Manhattan,1024200,024200,242,09
36061024000,061,1,Manhattan,1024000,024000,240,08
36061023900,061,1,Manhattan,1023900,023900,239,10
36061024100,061,1,Manhattan,1024100,024100,241,10
36061024301,061,1,Manhattan,1024301,024301,243.01,10
36061024500,061,1,Manhattan,1024500,024500,245,10
36061024700,061,1,Manhattan,1024700,024700,247,07
36061024900,061,1,Manhattan,1024900,024900,249,10
36061025100,061,1,Manhattan,1025100,025100,251,10
36061025300,061,1,Manhattan,1025300,025300,253,10
36061025500,061,1,Manhattan,1025500,025500,255,10
36061026100,061,1,Manhattan,1026100,026100,261,10
36061026300,061,1,Manhattan,1026300,026300,263,10
36061026500,061,1,Manhattan,1026500,026500,265,10
36061026700,061,1,Manhattan,1026700,026700,267,10
36061026900,061,1,Manhattan,1026900,026900,269,10
36061027100,061,1,Manhattan,1027100,027100,271,10
36061027300,061,1,Manhattan,1027300,027300,273,10
36061027500,061,1,Manhattan,1027500,027500,275,10
36061027700,061,1,Manhattan,1027700,027700,277,10
36061027900,061,1,Manhattan,1027900,027900,279,10
36061028100,061,1,Manhattan,1028100,028100,281,10
36061028300,061,1,Manhattan,1028300,028300,283,10
36061028500,061,1,Manhattan,1028500,028500,285,10
36061028700,061,1,Manhattan,1028700,028700,287,10
36061029100,061,1,Manhattan,1029100,029100,291,10
36061029300,061,1,Manhattan,1029300,029300,293,10
36061029500,061,1,Manhattan,1029500,029500,295,10
36061029900,061,1,Manhattan,1029900,029900,299,10
36061030300,061,1,Manhattan,1030300,030300,303,10
36061030700,061,1,Manhattan,1030700,030700,307,10
36061031100,061,1,Manhattan,1031100,031100,311,10
36061029700,061,1,Manhattan,1029700,029700,297,10
36061014300,061,1,Manhattan,1014300,014300,143,06
36081009500,081,4,Queens,4009500,009500,95,22
36081009700,081,4,Queens,4009700,009700,97,22
36081010100,081,4,Queens,4010100,010100,101,22
36081010300,081,4,Queens,4010300,010300,103,22
36081010500,081,4,Queens,4010500,010500,105,22
36081010701,081,4,Queens,4010701,010701,107.01,22
36081011100,081,4,Queens,4011100,011100,111,22
36081011300,081,4,Queens,4011300,011300,113,22
36081011500,081,4,Queens,4011500,011500,115,22
36081011700,081,4,Queens,4011700,011700,117,22
36081011900,081,4,Queens,4011900,011900,119,22
36081012100,081,4,Queens,4012100,012100,121,22
36081012301,081,4,Queens,4012301,012301,123.01,22
36081012500,081,4,Queens,4012500,012500,125,22
36081013500,081,4,Queens,4013500,013500,135,22
36081013700,081,4,Queens,4013700,013700,137,22
36081031700,081,4,Queens,4031700,031700,317,22
36081007700,081,4,Queens,4007700,007700,77,22
36081007900,081,4,Queens,4007900,007900,79,22
36081008100,081,4,Queens,4008100,008100,81,22
36081008300,081,4,Queens,4008300,008300,83,22
36081008700,081,4,Queens,4008700,008700,87,22
36081009100,081,4,Queens,4009100,009100,91,22
36081005300,081,4,Queens,4005300,005300,53,22
36081005700,081,4,Queens,4005700,005700,57,26
36081005900,081,4,Queens,4005900,005900,59,22
36081006100,081,4,Queens,4006100,006100,61,22
36081006300,081,4,Queens,4006300,006300,63,22
36081006501,081,4,Queens,4006501,006501,65.01,22
36081006502,081,4,Queens,4006502,006502,65.02,22
36081006900,081,4,Queens,4006900,006900,69,22
36081007100,081,4,Queens,4007100,007100,71,22
36081007300,081,4,Queens,4007300,007300,73,22
36081007500,081,4,Queens,4007500,007500,75,22
36081014100,081,4,Queens,4014100,014100,141,22
36081014300,081,4,Queens,4014300,014300,143,22
36081014500,081,4,Queens,4014500,014500,145,22
36081014700,081,4,Queens,4014700,014700,147,22
36081014900,081,4,Queens,4014900,014900,149,22
36081015100,081,4,Queens,4015100,015100,151,22
36081015300,081,4,Queens,4015300,015300,153,22
36081015500,081,4,Queens,4015500,015500,155,22
36081015700,081,4,Queens,4015700,015700,157,22
36081015900,081,4,Queens,4015900,015900,159,22
36081016100,081,4,Queens,4016100,016100,161,22
36081016300,081,4,Queens,4016300,016300,163,26
36081029500,081,4,Queens,4029500,029500,295,25
36081029700,081,4,Queens,4029700,029700,297,25
36081002500,081,4,Queens,4002500,002500,25,26
36081003100,081,4,Queens,4003100,003100,31,26
36081003301,081,4,Queens,4003301,003301,33.01,26
36081003302,081,4,Queens,4003302,003302,33.02,26
36081003700,081,4,Queens,4003700,003700,37,22
36081003900,081,4,Queens,4003900,003900,39,22
36081004300,081,4,Queens,4004300,004300,43,26
36081004500,081,4,Queens,4004500,004500,45,22
36081004700,081,4,Queens,4004700,004700,47,26
36081005100,081,4,Queens,4005100,005100,51,26
36081005500,081,4,Queens,4005500,005500,55,26
36081008500,081,4,Queens,4008500,008500,85,26
36081017102,081,4,Queens,4017102,017102,171.02,26
36081029900,081,4,Queens,4029900,029900,299,22
36081009900,081,4,Queens,4009900,009900,99,22
36081000101,081,4,Queens,4000101,000101,1.01,26
36081000102,081,4,Queens,4000102,000102,1.02,26
36081000103,081,4,Queens,4000103,000103,1.03,26
36081000104,081,4,Queens,4000104,000104,1.04,26
36081000701,081,4,Queens,4000701,000701,7.01,26
36081000702,081,4,Queens,4000702,000702,7.02,26
36081001901,081,4,Queens,4001901,001901,19.01,26
36081001902,081,4,Queens,4001902,001902,19.02,26
36081001903,081,4,Queens,4001903,001903,19.03,26
36081016900,081,4,Queens,4016900,016900,169,26
36081017901,081,4,Queens,4017901,017901,179.01,26
36081017902,081,4,Queens,4017902,017902,179.02,26
36081018101,081,4,Queens,4018101,018101,181.01,26
36081018102,081,4,Queens,4018102,018102,181.02,26
36081018300,081,4,Queens,4018300,018300,183,26
36081018501,081,4,Queens,4018501,018501,185.01,26
36081018502,081,4,Queens,4018502,018502,185.02,26
36081018700,081,4,Queens,4018700,018700,187,26
36081018900,081,4,Queens,4018900,018900,189,26
36081019901,081,4,Queens,4019901,019901,199.01,26
36081019902,081,4,Queens,4019902,019902,199.02,26
36081019903,081,4,Queens,4019903,019903,199.03,26
36081020500,081,4,Queens,4020500,020500,205,26
36081023501,081,4,Queens,4023501,023501,235.01,26
36081023502,081,4,Queens,4023502,023502,235.02,26
36081025301,081,4,Queens,4025301,025301,253.01,26
36081025302,081,4,Queens,4025302,025302,253.02,26
36081024300,081,4,Queens,4024300,024300,243,26
36081024500,081,4,Queens,4024500,024500,245,26
36081024700,081,4,Queens,4024700,024700,247,26
36081024900,081,4,Queens,4024900,024900,249,26
36081025100,081,4,Queens,4025100,025100,251,26
36081025500,081,4,Queens,4025500,025500,255,26
36081025700,081,4,Queens,4025700,025700,257,26
36081025900,081,4,Queens,4025900,025900,259,26
36081026100,081,4,Queens,4026100,026100,261,26
36081026300,081,4,Queens,4026300,026300,263,26
36081026502,081,4,Queens,4026502,026502,265.02,26
36081029300,081,4,Queens,4029300,029300,293,25
36081048302,081,4,Queens,4048302,048302,483.02,26
36081048900,081,4,Queens,4048900,048900,489,26
36081017101,081,4,Queens,4017101,017101,171.01,26
36081022900,081,4,Queens,4022900,022900,229,26
36081027301,081,4,Queens,4027301,027301,273.01,21
36081027302,081,4,Queens,4027302,027302,273.02,21
36081027500,081,4,Queens,4027500,027500,275,25
36081027701,081,4,Queens,4027701,027701,277.01,21
36081027702,081,4,Queens,4027702,027702,277.02,25
36081027900,081,4,Queens,4027900,027900,279,25
36081028100,081,4,Queens,4028100,028100,281,25
36081028300,081,4,Queens,4028300,028300,283,25
36081028500,081,4,Queens,4028500,028500,285,25
36081028700,081,4,Queens,4028700,028700,287,25
36081028900,081,4,Queens,4028900,028900,289,25
36081029100,081,4,Queens,4029100,029100,291,25
36081030903,081,4,Queens,4030903,030903,309.03,25
36081030904,081,4,Queens,4030904,030904,309.04,22
36081030905,081,4,Queens,4030905,030905,309.05,25
36081030906,081,4,Queens,4030906,030906,309.06,25
36081032700,081,4,Queens,4032700,032700,327,25
36081033700,081,4,Queens,4033700,033700,337,25
36081033900,081,4,Queens,4033900,033900,339,25
36081035100,081,4,Queens,4035100,035100,351,25
36081032900,081,4,Queens,4032900,032900,329,22
36081034700,081,4,Queens,4034700,034700,347,21
36081035300,081,4,Queens,4035300,035300,353,21
36081035700,081,4,Queens,4035700,035700,357,21
36081036100,081,4,Queens,4036100,036100,361,21
36081036300,081,4,Queens,4036300,036300,363,21
36081036500,081,4,Queens,4036500,036500,365,21
36081036700,081,4,Queens,4036700,036700,367,21
36081037100,081,4,Queens,4037100,037100,371,21
36081037300,081,4,Queens,4037300,037300,373,21
36081037502,081,4,Queens,4037502,037502,375.02,21
36081037700,081,4,Queens,4037700,037700,377,21
36081037900,081,4,Queens,4037900,037900,379,21
36081038100,081,4,Queens,4038100,038100,381,21
36081039902,081,4,Queens,4039902,039902,399.02,21
36081040102,081,4,Queens,4040102,040102,401.02,21
36081040302,081,4,Queens,4040302,040302,403.02,21
36081040502,081,4,Queens,4040502,040502,405.02,21
36081040702,081,4,Queens,4040702,040702,407.02,21
36081040902,081,4,Queens,4040902,040902,409.02,21
36081026501,081,4,Queens,4026501,026501,265.01,25
36081026700,081,4,Queens,4026700,026700,267,25
36081026901,081,4,Queens,4026901,026901,269.01,25
36081026902,081,4,Queens,4026902,026902,269.02,25
36081027101,081,4,Queens,4027101,027101,271.01,25
36081027102,081,4,Queens,4027102,027102,271.02,25
36081045700,081,4,Queens,4045700,045700,457,25
36081045900,081,4,Queens,4045900,045900,459,25
36081046100,081,4,Queens,4046100,046100,461,25
36081046300,081,4,Queens,4046300,046300,463,25
36081046500,081,4,Queens,4046500,046500,465,21
36081046700,081,4,Queens,4046700,046700,467,21
36081046901,081,4,Queens,4046901,046901,469.01,25
36081046902,081,4,Queens,4046902,046902,469.02,21
36081047100,081,4,Queens,4047100,047100,471,25
36081047300,081,4,Queens,4047300,047300,473,25
36081047500,081,4,Queens,4047500,047500,475,30
36081047900,081,4,Queens,4047900,047900,479,30
36081048100,081,4,Queens,4048100,048100,481,25
36081048301,081,4,Queens,4048301,048301,483.01,25
36081048500,081,4,Queens,4048500,048500,485,25
36081049900,081,4,Queens,4049900,049900,499,30
36081068300,081,4,Queens,4068300,068300,683,25
36081037501,081,4,Queens,4037501,037501,375.01,21
36081039901,081,4,Queens,4039901,039901,399.01,21
36081040101,081,4,Queens,4040101,040101,401.01,21
36081040301,081,4,Queens,4040301,040301,403.01,21
36081040501,081,4,Queens,4040501,040501,405.01,21
36081040701,081,4,Queens,4040701,040701,407.01,21
36081040901,081,4,Queens,4040901,040901,409.01,21
36081041100,081,4,Queens,4041100,041100,411,21
36081041300,081,4,Queens,4041300,041300,413,21
36081041500,081,4,Queens,4041500,041500,415,21
36081042700,081,4,Queens,4042700,042700,427,21
36081043701,081,4,Queens,4043701,043701,437.01,21
36081043702,081,4,Queens,4043702,043702,437.02,21
36081043900,081,4,Queens,4043900,043900,439,21
36081044301,081,4,Queens,4044301,044301,443.01,21
36081044302,081,4,Queens,4044302,044302,443.02,21
36081045500,081,4,Queens,4045500,045500,455,21
36081021900,081,4,Queens,4021900,021900,219,26
36081049301,081,4,Queens,4049301,049301,493.01,30
36081049302,081,4,Queens,4049302,049302,493.02,30
36081049500,081,4,Queens,4049500,049500,495,30
36081049700,081,4,Queens,4049700,049700,497,30
36081051100,081,4,Queens,4051100,051100,511,30
36081051300,081,4,Queens,4051300,051300,513,30
36081051500,081,4,Queens,4051500,051500,515,30
36081051700,081,4,Queens,4051700,051700,517,30
36081052100,081,4,Queens,4052100,052100,521,30
36081052500,081,4,Queens,4052500,052500,525,30
36081053100,081,4,Queens,4053100,053100,531,30
36081053501,081,4,Queens,4053501,053501,535.01,30
36081053502,081,4,Queens,4053502,053502,535.02,30
36081059502,081,4,Queens,4059502,059502,595.02,30
36081059900,081,4,Queens,4059900,059900,599,30
36081060100,081,4,Queens,4060100,060100,601,30
36081060300,081,4,Queens,4060300,060300,603,30
36081066701,081,4,Queens,4066701,066701,667.01,30
36081066900,081,4,Queens,4066900,066900,669,30
36081053901,081,4,Queens,4053901,053901,539.01,34
36081053902,081,4,Queens,4053902,053902,539.02,34
36081054500,081,4,Queens,4054500,054500,545,34
36081054700,081,4,Queens,4054700,054700,547,34
36081054900,081,4,Queens,4054900,054900,549,34
36081055100,081,4,Queens,4055100,055100,551,30
36081055300,081,4,Queens,4055300,055300,553,34
36081055500,081,4,Queens,4055500,055500,555,34
