community_district,council_district,Year of Completion,ZoningDst1,FloorsProp,ClassANet_sum,AllCountedUnits_sum
103.0,2.0,1970,R7A,4.0,14.0,0.0
103.0,2.0,1970,R7A,5.0,2.0,0.0
103.0,2.0,1970,R7A,6.0,144.0,0.0
103.0,2.0,1970,R7A,7.0,133.0,0.0
103.0,2.0,1970,R7A,8.0,54.0,0.0
103.0,2.0,1970,R7A,10.0,0.0,0.0
103.0,2.0,1970,R7A,12.0,0.0,0.0
103.0,2.0,1970,R7A,13.0,88.0,0.0
103.0,2.0,1970,R7B,4.0,-3.0,0.0
103.0,2.0,1970,R7B,5.0,2.0,0.0
103.0,2.0,1970,R7B,6.0,7.0,0.0
103.0,2.0,1970,R8A,4.0,0.0,0.0
103.0,2.0,1970,R8A,5.0,-4.0,0.0
103.0,2.0,1970,R8A,6.0,4.0,0.0
103.0,2.0,1970,R8A,7.0,14.0,0.0
103.0,2.0,1970,R8A,8.0,7.0,0.0
103.0,2.0,1970,R8A,9.0,34.0,0.0
103.0,2.0,1970,R8A,10.0,52.0,0.0
103.0,2.0,1970,R8A,11.0,27.0,0.0
103.0,2.0,1970,R8A,12.0,389.0,0.0
103.0,2.0,1970,R8A,13.0,78.0,0.0
103.0,2.0,1970,R8A,14.0,45.0,0.0
103.0,2.0,1970,R8A,20.0,-2.0,0.0
103.0,2.0,1970,R8B,3.0,0.0,0.0
103.0,2.0,1970,R8B,4.0,1.0,0.0
103.0,2.0,1970,R8B,5.0,53.0,0.0
103.0,2.0,1970,R8B,6.0,234.0,0.0
103.0,2.0,1970,R8B,7.0,67.0,0.0
103.0,2.0,1970,R8B,8.0,102.0,0.0
103.0,2.0,1970,R8B,9.0,0.0,0.0
103.0,2.0,1970,R8B,11.0,0.0,0.0
103.0,2.0,1970,R8B,12.0,78.0,0.0
103.0,2.0,1970,R8X,12.0,65.0,0.0
104.0,3.0,1970,C1-5,4.0,8.0,0.0
104.0,3.0,1970,C1-5,6.0,9.0,0.0
104.0,3.0,1970,C1-6,6.0,0.0,0.0
104.0,3.0,1970,C1-6,8.0,14.0,0.0
104.0,3.0,1970,C1-6A,3.0,2.0,0.0
104.0,3.0,1970,C1-6A,4.0,1.0,0.0
104.0,3.0,1970,C1-6A,5.0,-38.0,0.0
104.0,3.0,1970,C1-6A,6.0,1.0,0.0
104.0,3.0,1970,C1-7A,2.0,0.0,0.0
104.0,3.0,1970,C1-7A,4.0,3.0,0.0
104.0,3.0,1970,C1-7A,5.0,0.0,0.0
104.0,3.0,1970,C1-7A,6.0,0.0,0.0
104.0,3.0,1970,C1-7A,7.0,0.0,0.0
104.0,3.0,1970,C1-7A,12.0,108.0,0.0
104.0,3.0,1970,C2-3,4.0,0.0,0.0
104.0,3.0,1970,C2-5,4.0,0.0,0.0
104.0,3.0,1970,C2-5,5.0,3.0,0.0
104.0,3.0,1970,C2-5,6.0,0.0,0.0
104.0,3.0,1970,C2-5,11.0,22.0,0.0
104.0,3.0,1970,C2-6A,4.0,-1.0,0.0
104.0,3.0,1970,C2-6A,6.0,0.0,0.0
104.0,3.0,1970,C2-7A,4.0,1.0,0.0
104.0,3.0,1970,C2-8,5.0,4.0,0.0
104.0,3.0,1970,C2-8,12.0,0.0,0.0
104.0,3.0,1970,C2-8,43.0,835.0,0.0
104.0,3.0,1970,C2-8,45.0,453.0,0.0
104.0,3.0,1970,C2-8,53.0,598.0,0.0
104.0,3.0,1970,C6-2,2.0,0.0,0.0
104.0,3.0,1970,C6-2,4.0,-4.0,0.0
104.0,3.0,1970,C6-2,6.0,1.0,0.0
104.0,3.0,1970,C6-2,7.0,206.0,0.0
104.0,3.0,1970,C6-2,8.0,137.0,0.0
104.0,3.0,1970,C6-2,10.0,35.0,0.0
104.0,3.0,1970,C6-2,11.0,9.0,0.0
104.0,3.0,1970,C6-2,21.0,180.0,0.0
104.0,3.0,1970,C6-2,34.0,0.0,0.0
104.0,3.0,1970,C6-2,70.0,0.0,0.0
104.0,3.0,1970,C6-2A,2.0,1.0,0.0
104.0,3.0,1970,C6-2A,3.0,0.0,0.0
104.0,3.0,1970,C6-2A,4.0,-1.0,0.0
104.0,3.0,1970,C6-2A,5.0,-1.0,0.0
104.0,3.0,1970,C6-2A,6.0,-16.0,0.0
104.0,3.0,1970,C6-2A,8.0,4.0,0.0
104.0,3.0,1970,C6-2A,9.0,0.0,0.0
104.0,3.0,1970,C6-2A,10.0,41.0,0.0
104.0,3.0,1970,C6-2A,11.0,112.0,0.0
104.0,3.0,1970,C6-2A,12.0,233.0,0.0
104.0,3.0,1970,C6-2A,14.0,11.0,0.0
104.0,3.0,1970,C6-2A,23.0,47.0,0.0
104.0,3.0,1970,C6-2M,4.0,0.0,0.0
104.0,3.0,1970,C6-2M,6.0,0.0,0.0
104.0,3.0,1970,C6-3,3.0,0.0,0.0
104.0,3.0,1970,C6-3,5.0,28.0,0.0
104.0,3.0,1970,C6-3,8.0,24.0,0.0
104.0,3.0,1970,C6-3,10.0,68.0,0.0
104.0,3.0,1970,C6-3,11.0,113.0,0.0
104.0,3.0,1970,C6-3,12.0,19.0,0.0
104.0,3.0,1970,C6-3,13.0,188.0,0.0
104.0,3.0,1970,C6-3,14.0,139.0,0.0
104.0,3.0,1970,C6-3,18.0,0.0,0.0
104.0,3.0,1970,C6-3,21.0,44.0,0.0
104.0,3.0,1970,C6-3,25.0,40.0,0.0
104.0,3.0,1970,C6-3,26.0,141.0,0.0
104.0,3.0,1970,C6-3,30.0,225.0,0.0
104.0,3.0,1970,C6-3,35.0,372.0,0.0
104.0,3.0,1970,C6-3A,3.0,-9.0,0.0
104.0,3.0,1970,C6-3A,4.0,0.0,0.0
104.0,3.0,1970,C6-3A,5.0,4.0,0.0
104.0,3.0,1970,C6-3A,6.0,-1.0,0.0
104.0,3.0,1970,C6-3A,7.0,7.0,0.0
104.0,3.0,1970,C6-3A,8.0,0.0,0.0
104.0,3.0,1970,C6-3A,10.0,2.0,0.0
104.0,3.0,1970,C6-3A,12.0,10.0,0.0
104.0,3.0,1970,C6-3A,13.0,155.0,0.0
104.0,3.0,1970,C6-3A,14.0,50.0,0.0
104.0,3.0,1970,C6-3A,15.0,0.0,0.0
104.0,3.0,1970,C6-3A,19.0,0.0,0.0
104.0,3.0,1970,C6-3X,4.0,28.0,0.0
104.0,3.0,1970,C6-3X,5.0,0.0,0.0
104.0,3.0,1970,C6-3X,6.0,0.0,0.0
104.0,3.0,1970,C6-3X,12.0,10.0,0.0
104.0,3.0,1970,C6-3X,16.0,98.0,0.0
104.0,3.0,1970,C6-3X,17.0,49.0,0.0
104.0,3.0,1970,C6-3X,31.0,864.0,0.0
104.0,3.0,1970,C6-4,3.0,0.0,0.0
104.0,3.0,1970,C6-4,4.0,4.0,0.0
104.0,3.0,1970,C6-4,5.0,0.0,0.0
104.0,3.0,1970,C6-4,6.0,61.0,0.0
104.0,3.0,1970,C6-4,7.0,24.0,0.0
104.0,3.0,1970,C6-4,9.0,7.0,0.0
104.0,3.0,1970,C6-4,12.0,-26.0,0.0
104.0,3.0,1970,C6-4,14.0,8.0,0.0
104.0,3.0,1970,C6-4,18.0,0.0,0.0
104.0,3.0,1970,C6-4,21.0,0.0,0.0
104.0,3.0,1970,C6-4,22.0,0.0,0.0
104.0,3.0,1970,C6-4,27.0,0.0,0.0
104.0,3.0,1970,C6-4,28.0,45.0,0.0
104.0,3.0,1970,C6-4,29.0,0.0,0.0
104.0,3.0,1970,C6-4,31.0,710.0,0.0
104.0,3.0,1970,C6-4,32.0,330.0,0.0
104.0,3.0,1970,C6-4,33.0,174.0,0.0
104.0,3.0,1970,C6-4,34.0,369.0,0.0
104.0,3.0,1970,C6-4,35.0,390.0,0.0
104.0,3.0,1970,C6-4,36.0,355.0,0.0
104.0,3.0,1970,C6-4,39.0,0.0,0.0
104.0,3.0,1970,C6-4,41.0,0.0,0.0
104.0,3.0,1970,C6-4,42.0,0.0,0.0
104.0,3.0,1970,C6-4,44.0,496.0,0.0
104.0,3.0,1970,C6-4,45.0,0.0,0.0
104.0,3.0,1970,C6-4,46.0,0.0,0.0
104.0,3.0,1970,C6-4,52.0,590.0,0.0
104.0,3.0,1970,C6-4,59.0,814.0,0.0
104.0,3.0,1970,C6-4,61.0,1175.0,0.0
104.0,3.0,1970,C6-4,65.0,844.0,0.0
104.0,3.0,1970,C6-4,71.0,392.0,0.0
104.0,3.0,1970,C6-4,72.0,127.0,0.0
104.0,3.0,1970,C6-4M,6.0,0.0,0.0
104.0,3.0,1970,C6-4M,9.0,78.0,0.0
104.0,3.0,1970,C6-4M,12.0,3.0,0.0
104.0,3.0,1970,C6-4M,14.0,0.0,0.0
104.0,3.0,1970,C6-4M,21.0,0.0,0.0
104.0,3.0,1970,C6-4M,22.0,0.0,0.0
104.0,3.0,1970,C6-4M,23.0,0.0,0.0
104.0,3.0,1970,C6-4M,25.0,199.0,0.0
104.0,3.0,1970,C6-4M,26.0,0.0,0.0
104.0,3.0,1970,C6-4M,27.0,207.0,0.0
104.0,3.0,1970,C6-4X,45.0,277.0,0.0
104.0,3.0,1970,C6-4X,60.0,938.0,0.0
104.0,3.0,1970,M1-5,3.0,2.0,0.0
104.0,3.0,1970,M1-5,4.0,0.0,0.0
104.0,3.0,1970,M1-5,7.0,6.0,0.0
104.0,3.0,1970,M1-5,9.0,0.0,0.0
104.0,3.0,1970,M1-5,11.0,0.0,0.0
104.0,3.0,1970,M1-5,12.0,6.0,0.0
104.0,3.0,1970,M1-5,14.0,0.0,0.0
104.0,3.0,1970,M1-5,15.0,0.0,0.0
104.0,3.0,1970,M1-5M,7.0,2.0,0.0
104.0,3.0,1970,M1-6,4.0,3.0,0.0
104.0,3.0,1970,M1-6,6.0,0.0,0.0
104.0,3.0,1970,M1-6,7.0,0.0,0.0
104.0,3.0,1970,M1-6,12.0,11.0,0.0
104.0,3.0,1970,M1-6,14.0,13.0,0.0
104.0,3.0,1970,M1-6,21.0,0.0,0.0
104.0,3.0,1970,M1-6,29.0,0.0,0.0
104.0,3.0,1970,M1-6,35.0,0.0,0.0
104.0,3.0,1970,M1-6,40.0,0.0,0.0
104.0,3.0,1970,M1-6,43.0,0.0,0.0
104.0,3.0,1970,M1-6,45.0,0.0,0.0
104.0,3.0,1970,M2-3,2.0,1.0,0.0
104.0,3.0,1970,M2-3,9.0,0.0,0.0
104.0,3.0,1970,R10,5.0,18.0,0.0
104.0,3.0,1970,R10,14.0,540.0,0.0
104.0,3.0,1970,R10,31.0,698.0,0.0
104.0,3.0,1970,R10,39.0,251.0,0.0
104.0,3.0,1970,R7-2,4.0,-2.0,0.0
104.0,3.0,1970,R7B,4.0,-32.0,0.0
104.0,3.0,1970,R7B,5.0,-28.0,0.0
104.0,3.0,1970,R7B,6.0,-3.0,0.0
104.0,3.0,1970,R7B,7.0,20.0,0.0
104.0,3.0,1970,R8,3.0,10.0,0.0
104.0,3.0,1970,R8,4.0,4.0,0.0
104.0,3.0,1970,R8,5.0,92.0,0.0
104.0,3.0,1970,R8,6.0,41.0,0.0
104.0,3.0,1970,R8,7.0,513.0,0.0
104.0,3.0,1970,R8,8.0,54.0,0.0
104.0,3.0,1970,R8,12.0,222.0,0.0
104.0,3.0,1970,R8,15.0,-9.0,0.0
104.0,3.0,1970,R8,17.0,0.0,0.0
104.0,3.0,1970,R8,18.0,211.0,0.0
104.0,3.0,1970,R8,21.0,1.0,0.0
104.0,3.0,1970,R8,22.0,168.0,0.0
104.0,3.0,1970,R8,25.0,-17.0,0.0
104.0,3.0,1970,R8A,2.0,0.0,0.0
104.0,3.0,1970,R8A,4.0,-8.0,0.0
104.0,3.0,1970,R8A,5.0,0.0,0.0
104.0,3.0,1970,R8A,6.0,-2.0,0.0
104.0,3.0,1970,R8A,7.0,2.0,0.0
104.0,3.0,1970,R8A,11.0,24.0,0.0
104.0,3.0,1970,R8A,12.0,557.0,0.0
104.0,3.0,1970,R8A,14.0,0.0,0.0
104.0,3.0,1970,R8A,17.0,0.0,0.0
104.0,3.0,1970,R8A,23.0,0.0,0.0
104.0,3.0,1970,R8B,3.0,0.0,0.0
104.0,3.0,1970,R8B,4.0,-1.0,0.0
104.0,3.0,1970,R8B,5.0,1.0,0.0
104.0,3.0,1970,R8B,6.0,22.0,0.0
104.0,3.0,1970,R8B,7.0,6.0,0.0
104.0,3.0,1970,R8B,12.0,0.0,0.0
104.0,3.0,1970,R9,13.0,267.0,0.0
104.0,3.0,1970,R9,14.0,280.0,0.0
104.0,3.0,1970,R9,15.0,123.0,0.0
104.0,3.0,1970,R9,24.0,392.0,0.0
104.0,3.0,1970,R9X,15.0,30.0,0.0
104.0,6.0,1970,C1-8,6.0,0.0,0.0
104.0,6.0,1970,C4-7,10.0,65.0,0.0
104.0,6.0,1970,C4-7,12.0,0.0,0.0
104.0,6.0,1970,C4-7,37.0,77.0,0.0
104.0,6.0,1970,C4-7,38.0,709.0,0.0
104.0,6.0,1970,C4-7,42.0,1028.0,0.0
104.0,6.0,1970,C4-7,49.0,0.0,0.0
104.0,6.0,1970,C6-2,6.0,0.0,0.0
104.0,6.0,1970,C6-4,5.0,0.0,0.0
104.0,6.0,1970,C6-4,8.0,0.0,0.0
104.0,6.0,1970,C6-4,12.0,0.0,0.0
104.0,6.0,1970,C6-4,26.0,1.0,0.0
104.0,6.0,1970,C6-6,54.0,0.0,0.0
104.0,6.0,1970,M1-5,18.0,0.0,0.0
104.0,6.0,1970,R8,5.0,0.0,0.0
104.0,6.0,1970,R8,6.0,-1.0,0.0
104.0,6.0,1970,R8,14.0,0.0,0.0
104.0,6.0,1970,R8,24.0,0.0,0.0
105.0,2.0,1970,C1-8,4.0,1.0,0.0
105.0,2.0,1970,C4-5A,4.0,-3.0,0.0
105.0,2.0,1970,C4-5A,5.0,-1.0,0.0
105.0,2.0,1970,C4-5A,7.0,4.0,0.0
105.0,2.0,1970,C4-5A,8.0,-10.0,0.0
105.0,2.0,1970,C5-2,6.0,-20.0,0.0
105.0,2.0,1970,C5-2,13.0,-11.0,0.0
105.0,2.0,1970,C5-2,17.0,18.0,0.0
105.0,2.0,1970,C5-2,21.0,0.0,0.0
105.0,2.0,1970,C5-2,22.0,0.0,0.0
105.0,2.0,1970,C5-2,24.0,49.0,0.0
105.0,2.0,1970,C5-2,26.0,-1.0,0.0
105.0,2.0,1970,C5-2,40.0,42.0,0.0
105.0,2.0,1970,C5-2,46.0,123.0,0.0
105.0,2.0,1970,C5-2,48.0,0.0,0.0
105.0,2.0,1970,C5-2,51.0,129.0,0.0
105.0,2.0,1970,C5-2,56.0,193.0,0.0
105.0,2.0,1970,C5-3,42.0,350.0,0.0
105.0,2.0,1970,C5-3,47.0,0.0,0.0
105.0,2.0,1970,C6-2A,4.0,1.0,0.0
105.0,2.0,1970,C6-2A,5.0,-1.0,0.0
105.0,2.0,1970,C6-2A,8.0,11.0,0.0
105.0,2.0,1970,C6-2A,9.0,0.0,0.0
105.0,2.0,1970,C6-2A,12.0,2.0,0.0
105.0,2.0,1970,C6-2A,13.0,-53.0,0.0
105.0,2.0,1970,C6-2M,12.0,0.0,0.0
105.0,2.0,1970,C6-2M,22.0,0.0,0.0
105.0,2.0,1970,C6-3,13.0,-1.0,0.0
105.0,2.0,1970,C6-3A,12.0,50.0,0.0
105.0,2.0,1970,C6-4,4.0,2.0,0.0
105.0,2.0,1970,C6-4,19.0,1.0,0.0
105.0,2.0,1970,C6-4,27.0,0.0,0.0
105.0,2.0,1970,C6-4A,5.0,3.0,0.0
105.0,2.0,1970,C6-4A,6.0,0.0,0.0
105.0,2.0,1970,C6-4A,7.0,14.0,0.0
105.0,2.0,1970,C6-4A,10.0,14.0,0.0
105.0,2.0,1970,C6-4A,12.0,0.0,0.0
105.0,2.0,1970,C6-4A,13.0,-28.0,0.0
105.0,2.0,1970,C6-4A,16.0,-2.0,0.0
105.0,2.0,1970,C6-4A,18.0,141.0,0.0
105.0,2.0,1970,C6-4A,19.0,0.0,0.0
105.0,2.0,1970,C6-4M,1.0,0.0,0.0
105.0,2.0,1970,C6-4M,5.0,-1.0,0.0
105.0,2.0,1970,C6-4M,10.0,0.0,0.0
105.0,2.0,1970,C6-4M,12.0,0.0,0.0
105.0,2.0,1970,C6-4M,60.0,83.0,0.0
105.0,2.0,1970,M1-5M,3.0,0.0,0.0
105.0,2.0,1970,M1-5M,4.0,6.0,0.0
105.0,2.0,1970,M1-5M,8.0,0.0,0.0
105.0,2.0,1970,M1-5M,9.0,0.0,0.0
105.0,2.0,1970,M1-5M,10.0,2.0,0.0
105.0,2.0,1970,M1-5M,20.0,0.0,0.0
105.0,2.0,1970,R8A,11.0,9.0,0.0
105.0,2.0,1970,R8B,5.0,0.0,0.0
105.0,2.0,1970,R8B,12.0,1.0,0.0
105.0,3.0,1970,C5-2,6.0,8.0,0.0
105.0,3.0,1970,C5-2,12.0,0.0,0.0
105.0,3.0,1970,C5-2,13.0,1.0,0.0
105.0,3.0,1970,C5-2,20.0,46.0,0.0
105.0,3.0,1970,C5-2,21.0,17.0,0.0
105.0,3.0,1970,C5-2,23.0,0.0,0.0
105.0,3.0,1970,C5-2,24.0,175.0,0.0
105.0,3.0,1970,C5-3,4.0,-2.0,0.0
105.0,3.0,1970,C6-2,7.0,3.0,0.0
105.0,3.0,1970,C6-2A,4.0,0.0,0.0
105.0,3.0,1970,C6-2A,5.0,9.0,0.0
105.0,3.0,1970,C6-2A,6.0,0.0,0.0
105.0,3.0,1970,C6-2A,7.0,0.0,0.0
105.0,3.0,1970,C6-2A,16.0,0.0,0.0
105.0,3.0,1970,C6-2A,19.0,53.0,0.0
105.0,3.0,1970,C6-2M,5.0,-2.0,0.0
105.0,3.0,1970,C6-2M,6.0,5.0,0.0
105.0,3.0,1970,C6-2M,25.0,55.0,0.0
105.0,3.0,1970,C6-4,4.0,-2.0,0.0
105.0,3.0,1970,C6-4,9.0,90.0,0.0
105.0,3.0,1970,C6-4,11.0,21.0,0.0
105.0,3.0,1970,C6-4,17.0,0.0,0.0
105.0,3.0,1970,C6-4,29.0,0.0,0.0
105.0,3.0,1970,C6-4,40.0,0.0,0.0
105.0,3.0,1970,C6-4,43.0,0.0,0.0
105.0,3.0,1970,C6-4A,4.0,2.0,0.0
105.0,3.0,1970,C6-4A,5.0,19.0,0.0
105.0,3.0,1970,C6-4A,6.0,3.0,0.0
105.0,3.0,1970,C6-4A,7.0,4.0,0.0
105.0,3.0,1970,C6-4A,9.0,3.0,0.0
105.0,3.0,1970,C6-4A,10.0,9.0,0.0
105.0,3.0,1970,C6-4A,11.0,7.0,0.0
105.0,3.0,1970,C6-4A,12.0,3.0,0.0
105.0,3.0,1970,C6-4A,14.0,9.0,0.0
105.0,3.0,1970,C6-4A,15.0,14.0,0.0
105.0,3.0,1970,C6-4A,18.0,289.0,0.0
105.0,3.0,1970,C6-4A,21.0,0.0,0.0
105.0,3.0,1970,C6-4M,7.0,0.0,0.0
105.0,3.0,1970,C6-4M,10.0,4.0,0.0
105.0,3.0,1970,C6-4M,11.0,3.0,0.0
105.0,3.0,1970,C6-4M,20.0,0.0,0.0
105.0,3.0,1970,C6-4M,41.0,0.0,0.0
105.0,3.0,1970,C6-4X,4.0,0.0,0.0
105.0,3.0,1970,C6-4X,25.0,55.0,0.0
105.0,3.0,1970,C6-4X,29.0,-3.0,0.0
105.0,3.0,1970,C6-4X,30.0,24.0,0.0
105.0,3.0,1970,C6-4X,36.0,0.0,0.0
105.0,3.0,1970,C6-4X,41.0,375.0,0.0
105.0,3.0,1970,C6-4X,53.0,302.0,0.0
105.0,3.0,1970,C6-5,4.0,0.0,0.0
105.0,3.0,1970,C6-5,5.0,-2.0,0.0
105.0,3.0,1970,C6-5,14.0,0.0,0.0
105.0,3.0,1970,C6-5,19.0,0.0,0.0
105.0,3.0,1970,C6-5,22.0,0.0,0.0
105.0,3.0,1970,C6-5,23.0,0.0,0.0
105.0,3.0,1970,C6-5,62.0,426.0,0.0
105.0,3.0,1970,C6-6,5.0,-4.0,0.0
105.0,3.0,1970,C6-6,48.0,336.0,0.0
105.0,3.0,1970,C6-6.5,3.0,-1.0,0.0
105.0,3.0,1970,C6-6.5,30.0,0.0,0.0
105.0,3.0,1970,C6-7,5.0,0.0,0.0
105.0,3.0,1970,C6-7,9.0,0.0,0.0
105.0,3.0,1970,C6-7,23.0,0.0,0.0
105.0,3.0,1970,C6-7,33.0,0.0,0.0
105.0,3.0,1970,C6-7T,23.0,0.0,0.0
105.0,3.0,1970,C6-7T,25.0,0.0,0.0
105.0,3.0,1970,C6-7T,46.0,0.0,0.0
105.0,3.0,1970,C6-7T,50.0,0.0,0.0
105.0,3.0,1970,M1-5,16.0,2.0,0.0
105.0,3.0,1970,M1-5M,4.0,0.0,0.0
105.0,3.0,1970,M1-5M,5.0,4.0,0.0
105.0,3.0,1970,M1-5M,7.0,1.0,0.0
105.0,3.0,1970,M1-5M,8.0,0.0,0.0
105.0,3.0,1970,M1-5M,9.0,0.0,0.0
105.0,3.0,1970,M1-6,4.0,1.0,0.0
105.0,3.0,1970,M1-6,5.0,3.0,0.0
105.0,3.0,1970,M1-6,6.0,0.0,0.0
105.0,3.0,1970,M1-6,7.0,2.0,0.0
105.0,3.0,1970,M1-6,9.0,3.0,0.0
105.0,3.0,1970,M1-6,11.0,0.0,0.0
105.0,3.0,1970,M1-6,12.0,-1.0,0.0
105.0,3.0,1970,M1-6,13.0,0.0,0.0
105.0,3.0,1970,M1-6,14.0,1.0,0.0
105.0,3.0,1970,M1-6,15.0,27.0,0.0
105.0,3.0,1970,M1-6,17.0,16.0,0.0
105.0,3.0,1970,M1-6,18.0,0.0,0.0
105.0,3.0,1970,M1-6,19.0,0.0,0.0
105.0,3.0,1970,M1-6,20.0,0.0,0.0
105.0,3.0,1970,M1-6,21.0,0.0,0.0
105.0,3.0,1970,M1-6,22.0,0.0,0.0
105.0,3.0,1970,M1-6,24.0,0.0,0.0
105.0,3.0,1970,M1-6,25.0,48.0,0.0
105.0,3.0,1970,M1-6,29.0,0.0,0.0
105.0,3.0,1970,M1-6,35.0,0.0,0.0
105.0,3.0,1970,M1-6,38.0,0.0,0.0
105.0,3.0,1970,M1-6,46.0,0.0,0.0
105.0,3.0,1970,M1-6D,14.0,37.0,0.0
105.0,3.0,1970,M1-6D,20.0,199.0,0.0
105.0,3.0,1970,M1-6D,21.0,95.0,0.0
105.0,3.0,1970,M1-6D,22.0,480.0,0.0
105.0,3.0,1970,M1-6D,23.0,55.0,0.0
105.0,3.0,1970,M1-6M,11.0,1.0,0.0
105.0,3.0,1970,R8,15.0,-2.0,0.0
105.0,4.0,1970,C5-1,18.0,0.0,0.0
105.0,4.0,1970,C5-2,4.0,-1.0,0.0
105.0,4.0,1970,C5-2,8.0,4.0,0.0
105.0,4.0,1970,C5-2,10.0,0.0,0.0
105.0,4.0,1970,C5-2,12.0,0.0,0.0
105.0,4.0,1970,C5-2,16.0,-64.0,0.0
105.0,4.0,1970,C5-2,17.0,0.0,0.0
105.0,4.0,1970,C5-2,18.0,58.0,0.0
105.0,4.0,1970,C5-2,21.0,70.0,0.0
105.0,4.0,1970,C5-2,23.0,0.0,0.0
105.0,4.0,1970,C5-2,31.0,0.0,0.0
105.0,4.0,1970,C5-2,34.0,72.0,0.0
105.0,4.0,1970,C5-2,35.0,165.0,0.0
105.0,4.0,1970,C5-2,36.0,-1.0,0.0
105.0,4.0,1970,C5-2,42.0,319.0,0.0
105.0,4.0,1970,C5-2.5,5.0,0.0,0.0
105.0,4.0,1970,C5-2.5,6.0,-4.0,0.0
105.0,4.0,1970,C5-2.5,13.0,-1.0,0.0
105.0,4.0,1970,C5-2.5,14.0,0.0,0.0
105.0,4.0,1970,C5-2.5,15.0,-2.0,0.0
105.0,4.0,1970,C5-2.5,16.0,-141.0,0.0
105.0,4.0,1970,C5-2.5,22.0,0.0,0.0
105.0,4.0,1970,C5-2.5,24.0,0.0,0.0
105.0,4.0,1970,C5-2.5,26.0,0.0,0.0
105.0,4.0,1970,C5-2.5,32.0,0.0,0.0
105.0,4.0,1970,C5-2.5,46.0,173.0,0.0
105.0,4.0,1970,C5-2.5,85.0,144.0,0.0
105.0,4.0,1970,C5-3,5.0,0.0,0.0
105.0,4.0,1970,C5-3,11.0,0.0,0.0
105.0,4.0,1970,C5-3,13.0,0.0,0.0
105.0,4.0,1970,C5-3,14.0,0.0,0.0
105.0,4.0,1970,C5-3,19.0,-14.0,0.0
105.0,4.0,1970,C5-3,20.0,15.0,0.0
105.0,4.0,1970,C5-3,22.0,0.0,0.0
105.0,4.0,1970,C5-3,23.0,0.0,0.0
105.0,4.0,1970,C5-3,26.0,26.0,0.0
105.0,4.0,1970,C5-3,29.0,68.0,0.0
105.0,4.0,1970,C5-3,33.0,57.0,0.0
105.0,4.0,1970,C5-3,44.0,264.0,0.0
105.0,4.0,1970,C5-3,51.0,0.0,0.0
105.0,4.0,1970,C5-3,54.0,1.0,0.0
105.0,4.0,1970,C5-3,58.0,198.0,0.0
105.0,4.0,1970,C5-P,6.0,-1.0,0.0
105.0,4.0,1970,C5-P,9.0,-6.0,0.0
105.0,4.0,1970,C5-P,10.0,0.0,0.0
105.0,4.0,1970,C5-P,11.0,-83.0,0.0
105.0,4.0,1970,C5-P,16.0,0.0,0.0
105.0,4.0,1970,C6-1,15.0,0.0,0.0
105.0,4.0,1970,C6-1,19.0,0.0,0.0
105.0,4.0,1970,C6-4,13.0,0.0,0.0
105.0,4.0,1970,C6-4,41.0,223.0,0.0
105.0,4.0,1970,C6-4.5,5.0,0.0,0.0
105.0,4.0,1970,C6-4.5,6.0,-8.0,0.0
105.0,4.0,1970,C6-4.5,7.0,0.0,0.0
105.0,4.0,1970,C6-4.5,8.0,-6.0,0.0
105.0,4.0,1970,C6-4.5,11.0,0.0,0.0
105.0,4.0,1970,C6-4.5,12.0,-1.0,0.0
105.0,4.0,1970,C6-4.5,21.0,0.0,0.0
105.0,4.0,1970,C6-4.5,23.0,0.0,0.0
105.0,4.0,1970,C6-4.5,24.0,62.0,0.0
105.0,4.0,1970,C6-5.5,3.0,0.0,0.0
105.0,4.0,1970,C6-5.5,4.0,-1.0,0.0
105.0,4.0,1970,C6-5.5,5.0,6.0,0.0
105.0,4.0,1970,C6-5.5,7.0,-1.0,0.0
105.0,4.0,1970,C6-5.5,9.0,-13.0,0.0
105.0,4.0,1970,C6-5.5,10.0,0.0,0.0
105.0,4.0,1970,C6-5.5,12.0,0.0,0.0
105.0,4.0,1970,C6-5.5,13.0,0.0,0.0
105.0,4.0,1970,C6-5.5,17.0,0.0,0.0
105.0,4.0,1970,C6-5.5,47.0,0.0,0.0
105.0,4.0,1970,C6-5.5,48.0,0.0,0.0
105.0,4.0,1970,C6-5.5,53.0,0.0,0.0
105.0,4.0,1970,C6-6,4.0,0.0,0.0
105.0,4.0,1970,C6-6,5.0,-2.0,0.0
105.0,4.0,1970,C6-6,12.0,11.0,0.0
105.0,4.0,1970,C6-6,14.0,0.0,0.0
105.0,4.0,1970,C6-6,18.0,0.0,0.0
105.0,4.0,1970,C6-6,24.0,75.0,0.0
105.0,4.0,1970,C6-6,36.0,0.0,0.0
105.0,4.0,1970,C6-6,45.0,53.0,0.0
105.0,4.0,1970,C6-6,46.0,-3.0,0.0
105.0,4.0,1970,C6-6,50.0,-1.0,0.0
105.0,4.0,1970,C6-6,61.0,94.0,0.0
105.0,4.0,1970,C6-6,73.0,161.0,0.0
105.0,4.0,1970,C6-6.5,46.0,0.0,0.0
105.0,4.0,1970,C6-7,16.0,0.0,0.0
105.0,4.0,1970,C6-7,21.0,7.0,0.0
105.0,4.0,1970,C6-7,37.0,0.0,0.0
105.0,4.0,1970,C6-7T,5.0,-3.0,0.0
105.0,4.0,1970,C6-7T,6.0,0.0,0.0
