Mode,Year,State FIPS,State,Summary Level,Census ID,Departure,LTS,Threshold,Weighted_average_total_jobs
transit,2022,36,New York,census_tract,36001001901,7:00-8:59,NA,50,121193.14859742229
transit,2022,36,New York,census_tract,36001001901,7:00-8:59,NA,55,134003.07354056102
transit,2022,36,New York,census_tract,36001001901,7:00-8:59,NA,60,148766.12812736921
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,5,1.8917779339423753
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,10,45.56851721714687
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,15,262.4511595221363
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,20,1482.9451862262824
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,25,5978.652143359101
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,30,31031.088545326773
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,35,71865.80604356993
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,40,86280.71539002108
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,45,96684.19957835559
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,50,110929.87491215741
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,55,121987.08573436402
transit,2022,36,New York,census_tract,36001001902,7:00-8:59,NA,60,135426.95361911456
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,5,57.21652639632747
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,10,284.278882938026
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,15,1411.6285386381026
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,20,11123.709257842387
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,25,40178.833970925785
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,30,65070.988905891354
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,35,78782.20925784239
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,40,88124.82670237185
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,45,104509.81522570773
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,50,120732.2949502678
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,55,138006.19242540168
transit,2022,36,New York,census_tract,36001002000,7:00-8:59,NA,60,152453.44491201223
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,5,852.4541666666667
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,10,2400.983333333333
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,15,15946.888194444444
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,20,40969.18472222222
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,25,61924.59583333333
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,30,81326.89791666667
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,35,93938.68541666666
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,40,112258.56458333334
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,45,123669.88125
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,50,139435.82222222222
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,55,155062.70277777777
transit,2022,36,New York,census_tract,36001002100,7:00-8:59,NA,60,172459.46458333332
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,5,106.74107959743824
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,10,893.3394327538883
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,15,20117.838975297345
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,20,55508.64958828911
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,25,73076.13815187557
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,30,86234.00640439158
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,35,102577.63769441903
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,40,121893.90484903935
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,45,136682.76669716378
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,50,152522.7648673376
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,55,172380.63677950593
transit,2022,36,New York,census_tract,36001002200,7:00-8:59,NA,60,192380.72827081426
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,5,136.30287859824782
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,10,1280.9574468085107
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,15,16445.317897371715
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,20,48675.82352941176
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,25,69496.64705882352
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,30,79369.42678347934
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,35,91316.76720901126
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,40,107198.93742177723
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,45,131016.42678347934
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,50,151621.9637046308
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,55,168746.48310387984
transit,2022,36,New York,census_tract,36001002300,7:00-8:59,NA,60,180798.21526908636
transit,2022,36,New York,census_tract,36001002500,7:00-8:59,NA,5,207.1448888888889
transit,2022,36,New York,census_tract,36001002500,7:00-8:59,NA,10,2601.592888888889
transit,2022,36,New York,census_tract,36001002500,7:00-8:59,NA,15,20760.670222222223
transit,2022,36,New York,census_tract,36001002500,7:00-8:59,NA,20,44569.17155555556
transit,2022,36,New York,census_tract,36001002500,7:00-8:59,NA,25,67985.49422222222
