"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Population of one race:"," !!Total:!!Population of one race:!!White alone"," !!Total:!!Population of one race:!!Black or African American alone"," !!Total:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Population of one race:!!Asian alone"," !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Population of one race:!!Some Other Race alone"," !!Total:!!Population of two or more races:"," !!Total:!!Population of two or more races:!!Population of two races:"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of six races:"," !!Total:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race",
"0400000US36","New York","20201249","18433786","11143349","2986172","149690","1933127","10815","2210633","1767463","1649229","175686","113950","148927","3890","840481","31562","21450","3274","226733","5958","564","33617","6314","28694","8129","99616","24378","6334","504","31594","2154","258","15296","2222","6526","459","1059","171","3838","426","2558","476","145","548","156","514","16806","2049","232","11366","252","1429","92","135","430","37","240","92","210","29","120","93","1623","555","873","99","26","25","45","189","189",
"1400000US36001000100","Census Tract 1, Albany County, New York","2073","1865","388","1279","6","42","1","149","208","183","59","21","15","1","19","22","2","1","42","0","0","0","1","0","0","24","10","4","1","6","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000201","Census Tract 2.01, Albany County, New York","3125","2892","587","2027","30","104","0","144","233","217","78","10","12","0","39","33","8","1","33","1","0","0","1","1","0","14","8","0","0","0","0","0","2","2","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000202","Census Tract 2.02, Albany County, New York","2598","2389","224","1898","8","61","0","198","209","191","57","7","20","0","56","26","0","0","23","0","0","0","1","1","0","17","9","1","0","4","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000301","Census Tract 3.01, Albany County, New York","3190","2845","586","1919","25","88","4","223","345","313","121","25","4","2","54","45","10","9","39","0","0","3","0","1","0","28","18","4","0","1","0","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","4","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000302","Census Tract 3.02, Albany County, New York","3496","3224","1982","677","9","358","1","197","272","257","59","20","36","1","94","11","4","1","23","0","0","8","0","0","0","12","6","1","1","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000401","Census Tract 4.01, Albany County, New York","2216","2120","1747","221","1","105","4","42","96","94","10","21","11","0","32","0","1","0","18","0","0","0","1","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000403","Census Tract 4.03, Albany County, New York","4418","4139","2884","592","9","528","1","125","279","250","54","41","36","0","89","2","2","0","22","2","0","1","0","1","0","28","3","0","0","17","0","0","0","4","0","0","0","0","0","0","1","2","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000404","Census Tract 4.04, Albany County, New York","5194","4954","3360","281","1","870","1","441","240","225","16","0","127","1","73","0","2","0","5","0","0","0","1","0","0","15","0","0","0","12","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000501","Census Tract 5.01, Albany County, New York","3440","3153","1076","1475","14","332","22","234","287","260","68","31","12","0","54","15","0","1","73","3","0","3","0","0","0","24","13","0","1","8","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000502","Census Tract 5.02, Albany County, New York","2841","2703","1611","601","12","164","2","313","138","127","26","6","20","2","55","5","0","0","9","0","0","3","0","1","0","9","4","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000600","Census Tract 6, Albany County, New York","3500","3152","912","1306","21","637","7","269","348","319","96","23","57","0","60","16","6","0","52","4","0","4","1","0","0","26","5","0","2","10","1","0","2","1","0","0","0","0","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0",
"1400000US36001000700","Census Tract 7, Albany County, New York","4196","3840","566","2922","28","108","10","206","356","339","105","13","22","0","56","28","8","0","100","0","0","2","0","4","1","15","6","4","1","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001000800","Census Tract 8, Albany County, New York","2216","2000","338","1317","12","153","2","178","216","191","59","20","12","0","45","12","0","0","39","0","0","2","2","0","0","24","16","0","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001100","Census Tract 11, Albany County, New York","1826","1697","911","600","9","107","2","68","129","114","39","2","12","1","40","7","0","1","6","0","0","1","0","3","2","15","8","0","0","1","0","0","0","2","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001400","Census Tract 14, Albany County, New York","3818","3478","2577","522","24","220","5","130","340","290","52","30","52","0","106","9","6","0","29","2","0","1","0","0","3","38","10","6","1","9","0","0","7","3","1","0","0","0","0","0","0","0","1","0","0","0","9","0","0","7","0","1","0","0","0","0","0","0","1","0","0","0","3","3","0","0","0","0","0","0","0",
"1400000US36001001500","Census Tract 15, Albany County, New York","4528","4149","2395","1015","19","474","1","245","379","346","89","33","30","0","105","19","1","0","62","0","0","1","0","6","0","28","8","5","0","7","1","0","2","1","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
"1400000US36001001600","Census Tract 16, Albany County, New York","4290","3944","2466","973","13","245","2","245","346","324","83","32","49","0","85","24","0","0","46","4","0","0","0","0","1","18","2","5","0","5","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001700","Census Tract 17, Albany County, New York","4016","3738","2611","698","0","315","2","112","278","257","85","24","25","0","84","13","0","0","18","0","0","5","1","2","0","19","4","3","0","4","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001802","Census Tract 18.02, Albany County, New York","3728","3487","2646","491","6","258","0","86","241","226","44","27","27","2","91","8","3","0","24","0","0","0","0","0","0","12","5","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001803","Census Tract 18.03, Albany County, New York","3232","3042","2522","244","9","223","0","44","190","175","29","24","33","0","68","1","5","0","14","0","0","0","1","0","0","10","0","0","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"1400000US36001001804","Census Tract 18.04, Albany County, New York","3473","3292","2601","330","4","315","1","41","181","158","51","11","21","1","51","0","3","0","12","0","0","1","0","3","4","17","4","2","0","2","1","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001901","Census Tract 19.01, Albany County, New York","2514","2319","1895","244","8","123","0","49","195","183","44","14","39","0","66","1","3","1","10","2","0","0","0","3","0","11","3","3","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001001902","Census Tract 19.02, Albany County, New York","2566","2377","1739","360","0","229","0","49","189","176","40","26","16","0","63","6","0","2","19","0","0","4","0","0","0","12","1","0","0","8","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001002000","Census Tract 20, Albany County, New York","5960","5267","2206","2085","34","413","5","524","693","628","187","27","41","2","177","28","10","0","142","0","0","10","2","0","2","61","22","0","0","34","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001002100","Census Tract 21, Albany County, New York","3937","3635","1855","744","18","838","0","180","302","275","80","25","37","0","88","8","4","2","25","2","0","0","1","3","0","26","5","2","0","7","1","0","5","1","3","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001002200","Census Tract 22, Albany County, New York","2299","2078","1344","562","23","66","0","83","221","199","71","20","12","0","59","19","1","1","16","0","0","0","0","0","0","22","5","0","0","6","2","0","4","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001002300","Census Tract 23, Albany County, New York","2147","1945","642","1040","13","127","0","123","202","183","61","2","19","0","46","12","0","0","41","0","2","0","0","0","0","14","4","2","0","0","0","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001002500","Census Tract 25, Albany County, New York","3208","2950","539","2010","32","95","4","270","258","241","94","11","4","0","46","19","4","2","61","0","0","0","0","0","0","16","10","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001002600","Census Tract 26, Albany County, New York","5179","4657","1181","2590","48","395","0","443","522","471","144","24","21","0","118","53","0","3","98","0","0","8","2","0","0","49","31","4","1","11","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001012700","Census Tract 127, Albany County, New York","3391","3137","2653","279","6","105","0","94","254","229","53","65","18","0","79","6","1","0","7","0","0","0","0","0","0","22","12","3","0","4","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"1400000US36001012800","Census Tract 128, Albany County, New York","3797","3408","2782","460","21","66","0","79","389","350","124","84","14","3","99","5","3","1","15","0","0","1","0","0","1","38","18","0","0","7","0","0","9","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001012900","Census Tract 129, Albany County, New York","3931","3533","2814","449","16","131","1","122","398","353","132","59","34","0","80","4","6","0","35","0","0","3","0","0","0","44","28","6","0","6","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001013000","Census Tract 130, Albany County, New York","7028","6611","6078","319","8","121","1","84","417","396","99","87","42","1","137","6","1","0","22","0","0","1","0","0","0","20","13","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013100","Census Tract 131, Albany County, New York","2934","2644","2155","228","16","196","0","49","290","277","83","56","17","1","100","3","7","0","7","0","0","0","2","1","0","13","7","0","0","2","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013200","Census Tract 132, Albany County, New York","3380","2977","2035","622","8","173","0","139","403","373","140","48","20","1","130","0","2","1","30","0","0","1","0","0","0","29","11","0","0","7","0","0","6","0","3","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013300","Census Tract 133, Albany County, New York","4397","3963","2854","702","10","263","0","134","434","403","138","72","20","2","136","4","0","0","24","1","0","1","1","2","2","29","10","1","1","8","1","0","1","0","0","2","0","0","1","0","3","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013400","Census Tract 134, Albany County, New York","2598","2379","1892","308","15","86","1","77","219","202","80","46","20","0","44","2","1","0","5","0","0","1","0","3","0","17","8","0","0","7","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013503","Census Tract 135.03, Albany County, New York","5284","4982","3581","251","15","1039","2","94","302","292","51","47","47","2","129","0","4","0","7","0","0","3","2","0","0","10","3","3","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013505","Census Tract 135.05, Albany County, New York","2804","2618","2202","113","5","256","0","42","186","174","30","43","30","0","49","0","0","0","17","0","0","3","0","2","0","12","8","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013507","Census Tract 135.07, Albany County, New York","2716","2551","1838","177","14","492","0","30","165","145","34","16","18","0","60","0","2","0","12","0","0","0","1","2","0","17","10","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013509","Census Tract 135.09, Albany County, New York","3692","3457","2635","133","6","642","2","39","235","218","28","20","36","2","107","1","9","0","11","1","0","0","0","3","0","16","8","1","0","2","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013510","Census Tract 135.10, Albany County, New York","3497","3276","2530","217","8","461","2","58","221","206","41","23","56","2","70","2","3","0","7","1","0","1","0","0","0","12","1","5","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013511","Census Tract 135.11, Albany County, New York","3687","3471","2472","332","10","585","0","72","216","181","32","17","46","0","64","0","2","0","10","0","0","7","1","2","0","33","7","2","0","12","0","0","8","0","3","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013512","Census Tract 135.12, Albany County, New York","3858","3651","3094","136","5","378","1","37","207","194","26","32","41","0","89","0","0","0","4","0","0","0","1","1","0","9","4","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013602","Census Tract 136.02, Albany County, New York","4554","4297","2566","887","9","732","0","103","257","247","65","34","23","0","78","3","8","0","34","0","0","0","0","2","0","9","2","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001013603","Census Tract 136.03, Albany County, New York","3151","2895","2346","294","7","213","0","35","256","242","53","26","41","2","92","6","0","0","18","0","0","0","0","4","0","13","4","0","0","4","0","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013604","Census Tract 136.04, Albany County, New York","7198","6915","5500","465","11","821","1","117","283","265","62","41","58","0","81","3","3","0","13","0","0","0","0","3","1","17","4","1","0","3","0","0","0","3","0","0","0","0","2","0","0","1","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013703","Census Tract 137.03, Albany County, New York","2101","2034","1602","254","6","125","0","47","67","64","6","14","6","0","36","0","0","0","1","0","0","0","1","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013706","Census Tract 137.06, Albany County, New York","2087","1971","1782","59","6","108","1","15","116","108","24","12","25","2","43","1","0","0","0","0","0","0","1","0","0","7","0","0","0","1","1","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US36001013707","Census Tract 137.07, Albany County, New York","6066","5748","4983","206","12","458","0","89","318","301","37","47","50","1","143","1","0","0","19","0","0","1","1","1","0","16","10","2","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013708","Census Tract 137.08, Albany County, New York","3494","3349","2900","153","3","259","0","34","145","138","29","14","21","0","64","0","7","1","1","0","0","0","1","0","0","7","3","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013709","Census Tract 137.09, Albany County, New York","3313","3092","2632","164","4","223","0","69","221","206","49","34","39","0","74","0","1","0","8","0","0","0","0","0","1","14","6","0","0","2","0","0","1","4","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013802","Census Tract 138.02, Albany County, New York","4487","4224","3591","172","3","412","0","46","263","244","33","50","31","2","103","7","0","0","13","0","0","0","0","5","0","15","9","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013803","Census Tract 138.03, Albany County, New York","3347","3085","2593","165","10","246","13","58","262","247","48","44","18","0","111","0","4","0","19","0","0","0","0","3","0","12","3","0","0","3","1","0","1","1","0","0","0","0","0","0","0","3","0","0","0","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013804","Census Tract 138.04, Albany County, New York","3897","3585","2957","309","7","236","1","75","312","291","48","64","40","1","94","11","4","1","26","0","0","0","0","2","0","18","8","4","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013901","Census Tract 139.01, Albany County, New York","2396","2246","1849","153","5","187","0","52","150","134","28","22","3","0","59","3","2","0","12","0","0","0","1","2","2","15","3","5","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US36001013902","Census Tract 139.02, Albany County, New York","5385","5030","4042","363","5","551","0","69","355","337","70","68","37","4","139","4","7","1","5","0","0","2","0","0","0","17","12","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
